日期,预测股票的收盘价,预测股票的成交量,上证指数收盘价,上证指数成交量
2019-12-6,4.82,14645932,2912.0136,134128878
2019-12-9,4.96,48959698,2914.4775,160796527
2019-12-10,4.94,27168319,2917.3157,170123998
2019-12-11,4.98,38289888,2924.4173,165541087
2019-12-12,4.95,23066100,2915.6983,151760804
2019-12-13,5.01,30037857,2967.6764,211978585
2019-12-16,5.02,28018213,2984.3925,211862119
2019-12-17,5.05,42634333,3022.4219,293032254
2019-12-18,5.02,29632280,3017.0444,244089691
2019-12-19,5.06,27009415,3017.0658,208624264
2019-12-20,4.99,27111214,3004.9376,215075755
2019-12-23,4.93,27426164,2962.7513,205716617
2019-12-24,4.94,19667065,2982.6806,163030250
2019-12-25,4.9,22378451,2981.8805,175654028
2019-12-26,4.96,21700191,3007.3546,182440426
2019-12-27,4.97,32833880,3005.0355,247102779
2019-12-30,5.05,36311167,3040.0239,248066530
2019-12-31,5.13,49431972,3050.124,217429022
2020-1-2,5.19,53351966,3085.1976,292470208
2020-1-3,5.12,46395633,3083.7858,261496667
2020-1-6,5.07,39450768,3083.4083,312575842
2020-1-7,5.2,50154121,3104.8015,276583111
2020-1-8,5.08,37453608,3066.8925,297872553
2020-1-9,5.11,25776916,3094.8819,243435649
2020-1-10,5.09,20528162,3092.2907,210442462
2020-1-13,5.13,23896247,3115.5696,210621004
2020-1-14,5.14,23173419,3106.8204,229973769
2020-1-15,5.07,23782446,3090.0379,202313023
2020-1-16,5.01,18829226,3074.0814,203375475
2020-1-17,5.02,15138892,3075.4955,190304299
2020-1-20,5.03,13730836,3095.7873,210493341
2020-1-21,4.88,34565800,3052.1419,234830739
2020-1-22,4.9,21091011,3060.7545,223852865
2020-1-23,4.71,27178800,2976.5281,272763234
